FY,CDCWk,WkNum,WkStart,Disease,Metric,Count,Rate,ThisWk,LastWk,Update Date,End Date,WkStrtActual,WkEndActual,extraction_date,source,workbook_name,hyper_file
20_21,51,25,12/17/23,Flu,Deaths,0,0,,,7/10/24,6/29/24,12/13/20,12/19/20,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,51,25,12/17/23,Flu,Deaths,0,0,,,7/10/24,6/29/24,12/19/21,12/25/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,51,25,12/17/23,RSV,Deaths,0,0,,,7/10/24,6/29/24,12/13/20,12/19/20,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,51,25,12/17/23,RSV,Deaths,1,0.233719651,,,7/10/24,6/29/24,12/19/21,12/25/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,51,25,12/17/23,RSV,Deaths,1,0.23912172,,,7/10/24,6/29/24,12/18/22,12/24/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,51,25,12/17/23,Flu,Deaths,3,0.73644069,0,0,7/10/24,6/29/24,12/17/23,12/23/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,51,25,12/17/23,RSV,Deaths,3,0.803846337,0,0,7/10/24,6/29/24,12/17/23,12/23/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,51,25,12/17/23,Flu,Deaths,4,0.23912172,,,7/10/24,6/29/24,12/18/22,12/24/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,51,25,12/17/23,COVID,Deaths,12,3.311940927,0,0,7/10/24,6/29/24,12/17/23,12/23/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,51,25,12/17/23,COVID,Deaths,20,4.976649859,,,7/10/24,6/29/24,12/18/22,12/24/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,51,25,12/17/23,COVID,Deaths,30,7.246037464,,,7/10/24,6/29/24,12/19/21,12/25/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,51,25,12/17/23,COVID,Deaths,161,42.72744212,,,7/10/24,6/29/24,12/13/20,12/19/20,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,52,26,12/24/23,Flu,Deaths,0,0,,,7/10/24,6/29/24,12/20/20,12/26/20,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,52,26,12/24/23,Flu,Deaths,0,0,,,7/10/24,6/29/24,12/26/21,1/1/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,52,26,12/24/23,RSV,Deaths,0,0,,,7/10/24,6/29/24,12/20/20,12/26/20,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,52,26,12/24/23,RSV,Deaths,0,0,,,7/10/24,6/29/24,12/26/21,1/1/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,52,26,12/24/23,RSV,Deaths,1,0.219683235,0,0,7/10/24,6/29/24,12/24/23,12/30/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,52,26,12/24/23,RSV,Deaths,1,0.292625946,,,7/10/24,6/29/24,12/25/22,12/31/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,52,26,12/24/23,Flu,Deaths,3,0.091260138,,,7/10/24,6/29/24,12/25/22,12/31/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,52,26,12/24/23,Flu,Deaths,4,0.971114135,0,0,7/10/24,6/29/24,12/24/23,12/30/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,52,26,12/24/23,COVID,Deaths,10,2.493414421,0,0,7/10/24,6/29/24,12/24/23,12/30/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,52,26,12/24/23,COVID,Deaths,32,8.010345539,,,7/10/24,6/29/24,12/25/22,12/31/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,52,26,12/24/23,COVID,Deaths,41,7.87012615,,,7/10/24,6/29/24,12/26/21,1/1/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,52,26,12/24/23,COVID,Deaths,230,54.80077544,,,7/10/24,6/29/24,12/20/20,12/26/20,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,1,27,12/31/23,Flu,Deaths,0,0,,,7/10/24,6/29/24,1/3/21,1/9/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,1,27,12/31/23,RSV,Deaths,0,0,,,7/10/24,6/29/24,1/3/21,1/9/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,1,27,12/31/23,RSV,Deaths,0,0,,,7/10/24,6/29/24,1/2/22,1/8/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,1,27,12/31/23,RSV,Deaths,0,0,,,7/10/24,6/29/24,1/1/23,1/7/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,1,27,12/31/23,Flu,Deaths,2,0.463253228,,,7/10/24,6/29/24,1/2/22,1/8/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,1,27,12/31/23,RSV,Deaths,2,0.478243439,0,0,7/10/24,6/29/24,12/31/23,1/6/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,1,27,12/31/23,Flu,Deaths,5,0.224131509,,,7/10/24,6/29/24,1/1/23,1/7/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,1,27,12/31/23,Flu,Deaths,10,2.871485668,0,0,7/10/24,6/29/24,12/31/23,1/6/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,1,27,12/31/23,COVID,Deaths,20,4.990188326,0,0,7/10/24,6/29/24,12/31/23,1/6/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,1,27,12/31/23,COVID,Deaths,38,9.851493606,,,7/10/24,6/29/24,1/1/23,1/7/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,1,27,12/31/23,COVID,Deaths,51,13.36707179,,,7/10/24,6/29/24,1/2/22,1/8/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,1,27,12/31/23,COVID,Deaths,258,64.95301504,,,7/10/24,6/29/24,1/3/21,1/9/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,2,28,1/7/24,Flu,Deaths,0,0,,,7/10/24,6/29/24,1/10/21,1/16/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,2,28,1/7/24,Flu,Deaths,0,0,,,7/10/24,6/29/24,1/9/22,1/15/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,2,28,1/7/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,1/10/21,1/16/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,2,28,1/7/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,1/9/22,1/15/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,2,28,1/7/24,RSV,Deaths,1,0.219683235,,,7/10/24,6/29/24,1/8/23,1/14/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,2,28,1/7/24,RSV,Deaths,1,0.292625946,0,0,7/10/24,6/29/24,1/7/24,1/13/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,2,28,1/7/24,Flu,Deaths,2,0.060840092,,,7/10/24,6/29/24,1/8/23,1/14/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,2,28,1/7/24,Flu,Deaths,6,1.718831015,0,0,7/10/24,6/29/24,1/7/24,1/13/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,2,28,1/7/24,COVID,Deaths,14,3.536382478,0,0,7/10/24,6/29/24,1/7/24,1/13/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,2,28,1/7/24,COVID,Deaths,29,7.112497025,,,7/10/24,6/29/24,1/8/23,1/14/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,2,28,1/7/24,COVID,Deaths,96,24.76389575,,,7/10/24,6/29/24,1/9/22,1/15/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,2,28,1/7/24,COVID,Deaths,315,78.43003098,,,7/10/24,6/29/24,1/10/21,1/16/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,3,29,1/14/24,Flu,Deaths,0,0,,,7/10/24,6/29/24,1/17/21,1/23/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,3,29,1/14/24,Flu,Deaths,0,0,,,7/10/24,6/29/24,1/16/22,1/22/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,3,29,1/14/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,1/17/21,1/23/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,3,29,1/14/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,1/16/22,1/22/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,3,29,1/14/24,Flu,Deaths,1,0.030420046,,,7/10/24,6/29/24,1/15/23,1/21/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,3,29,1/14/24,RSV,Deaths,2,0.531747666,,,7/10/24,6/29/24,1/15/23,1/21/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,3,29,1/14/24,RSV,Deaths,4,1.044056847,0,0,7/10/24,6/29/24,1/14/24,1/20/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,3,29,1/14/24,COVID,Deaths,7,1.761422005,0,0,7/10/24,6/29/24,1/14/24,1/20/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,3,29,1/14/24,Flu,Deaths,7,1.916397621,0,0,7/10/24,6/29/24,1/14/24,1/20/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,3,29,1/14/24,COVID,Deaths,21,5.418630208,,,7/10/24,6/29/24,1/15/23,1/21/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,3,29,1/14/24,COVID,Deaths,126,31.90645025,,,7/10/24,6/29/24,1/16/22,1/22/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,3,29,1/14/24,COVID,Deaths,275,69.62301311,,,7/10/24,6/29/24,1/17/21,1/23/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,4,30,1/21/24,Flu,Deaths,0,0,,,7/10/24,6/29/24,1/23/22,1/29/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,4,30,1/21/24,Flu,Deaths,0,0,,,7/10/24,6/29/24,1/22/23,1/28/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,4,30,1/21/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,1/24/21,1/30/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,4,30,1/21/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,1/23/22,1/29/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,4,30,1/21/24,RSV,Deaths,0,0,0,0,7/10/24,6/29/24,1/21/24,1/27/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,4,30,1/21/24,Flu,Deaths,1,0.030162237,,,7/10/24,6/29/24,1/24/21,1/30/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,4,30,1/21/24,RSV,Deaths,1,0.23912172,,,7/10/24,6/29/24,1/22/23,1/28/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,4,30,1/21/24,Flu,Deaths,4,1.044056847,0,0,7/10/24,6/29/24,1/21/24,1/27/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,4,30,1/21/24,COVID,Deaths,21,5.278365998,,,7/10/24,6/29/24,1/22/23,1/28/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,4,30,1/21/24,COVID,Deaths,23,5.800660517,0,0,7/10/24,6/29/24,1/21/24,1/27/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,4,30,1/21/24,COVID,Deaths,120,30.00656321,,,7/10/24,6/29/24,1/23/22,1/29/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,4,30,1/21/24,COVID,Deaths,239,59.69079269,,,7/10/24,6/29/24,1/24/21,1/30/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,5,31,1/28/24,Flu,Deaths,0,0,,,7/10/24,6/29/24,1/31/21,2/6/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,5,31,1/28/24,Flu,Deaths,0,0,,,7/10/24,6/29/24,1/30/22,2/5/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,5,31,1/28/24,Flu,Deaths,0,0,,,7/10/24,6/29/24,1/29/23,2/4/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,5,31,1/28/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,1/31/21,2/6/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,5,31,1/28/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,1/30/22,2/5/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,5,31,1/28/24,RSV,Deaths,0,0,0,0,7/10/24,6/29/24,1/28/24,2/3/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,5,31,1/28/24,RSV,Deaths,1,0.224131509,,,7/10/24,6/29/24,1/29/23,2/4/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,5,31,1/28/24,Flu,Deaths,4,0.995000894,0,0,7/10/24,6/29/24,1/28/24,2/3/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,5,31,1/28/24,COVID,Deaths,212,53.30862595,,,7/10/24,6/29/24,1/31/21,2/6/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,6,32,2/4/24,COVID,Deaths,151,37.63031104,,,7/10/24,6/29/24,2/7/21,2/13/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,7,33,2/11/24,COVID,Deaths,120,29.88136488,,,7/10/24,6/29/24,2/14/21,2/20/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,8,34,2/18/24,COVID,Deaths,90,22.6550379,,,7/10/24,6/29/24,2/21/21,2/27/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,9,35,2/25/24,COVID,Deaths,61,14.94657061,,,7/10/24,6/29/24,2/28/21,3/6/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,10,36,3/3/24,COVID,Deaths,32,7.693982593,,,7/10/24,6/29/24,3/7/21,3/13/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,11,37,3/10/24,COVID,Deaths,32,7.975271413,,,7/10/24,6/29/24,3/14/21,3/20/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,12,38,3/17/24,COVID,Deaths,19,4.511461189,,,7/10/24,6/29/24,3/21/21,3/27/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,13,39,3/24/24,COVID,Deaths,13,3.141110134,,,7/10/24,6/29/24,3/28/21,4/3/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,14,40,3/31/24,COVID,Deaths,11,2.778852016,,,7/10/24,6/29/24,4/4/21,4/10/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,15,41,4/7/24,COVID,Deaths,12,2.937827238,,,7/10/24,6/29/24,4/11/21,4/17/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,16,42,4/14/24,COVID,Deaths,13,3.040420678,,,7/10/24,6/29/24,4/18/21,4/24/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,17,43,4/21/24,COVID,Deaths,12,2.842090472,,,7/10/24,6/29/24,4/25/21,5/1/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,18,44,4/28/24,COVID,Deaths,4,1.017569288,,,7/10/24,6/29/24,5/2/21,5/8/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,19,45,5/5/24,COVID,Deaths,3,0.723299138,,,7/10/24,6/29/24,5/9/21,5/15/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,20,46,5/12/24,COVID,Deaths,5,1.241844521,,,7/10/24,6/29/24,5/16/21,5/22/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,21,47,5/19/24,COVID,Deaths,10,2.392353534,,,7/10/24,6/29/24,5/23/21,5/29/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,22,48,5/26/24,COVID,Deaths,6,1.604606794,,,7/10/24,6/29/24,5/30/21,6/5/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,23,49,6/2/24,COVID,Deaths,3,0.648265692,,,7/10/24,6/29/24,6/6/21,6/12/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,24,50,6/9/24,COVID,Deaths,6,1.390769987,,,7/10/24,6/29/24,6/13/21,6/19/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,25,51,6/16/24,COVID,Deaths,3,0.804552957,,,7/10/24,6/29/24,6/20/21,6/26/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,26,52,6/23/24,COVID,Deaths,3,0.756987242,,,7/10/24,6/29/24,6/27/21,7/3/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,1,27,12/31/23,COVID,Hospitalizations,1098,33.11813583,,,7/10/24,6/29/24,1/3/21,1/9/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,2,28,1/7/24,COVID,Hospitalizations,1069,32.24343097,,,7/10/24,6/29/24,1/10/21,1/16/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,3,29,1/14/24,COVID,Hospitalizations,862,25.99984798,,,7/10/24,6/29/24,1/17/21,1/23/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,4,30,1/21/24,COVID,Hospitalizations,775,23.37573339,,,7/10/24,6/29/24,1/24/21,1/30/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
